10002079,"GAS Women Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans","GAS","Women",3595.00,3112.85,"Blue"
10003807,"Homesake Gold-Toned & Navy Blue Solid Handcrafted Table Lamp with Shade","Homesake","Unisex",1890.00,1764.95,"Blue"
10004165,"HIGHLANDER Men Navy Blue & Grey Slim Fit Striped Regular Trousers","HIGHLANDER","Men",1299.00,1153.75,"Blue"
10013269,"WITH Men Black Slim Fit Solid Casual Shirt","WITH","Men",684.00,599.88," Black"
10006075,"ID Men Black Leather Formal Derbys","ID","Men",2685.00,2529.35," Black"
10009637,"SPYKAR Women White Alexa Super Skinny Fit High-Rise Clean Look Stretchable Ankle Jeans","SPYKAR","Women",1999.00,1699.90," White"
10017093,"ZUSH Plus Size Women Black Regular Fit Mid-Rise Clean Look Jeans","ZUSH","Women",1299.00,1200.98," Black"
10017355,"Story@home Mustard Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers","Story@home","Unisex",1199.00,1139.41," Mustard"
10017447,"DKNY Unisex Gold & White Printed Large Trolley Bag","DKNY","Unisex",16225.00,15143.52," White"
10017013,"Campus Sutra Men Green & Navy Blue Regular Fit Checked Casual Shirt","Campus Sutra","Men",511.00,450.03,"Blue"
10017053,"Campus Sutra Men Navy & Grey Melange Standard Regular Fit Colourblocked Casual Shirt","Campus Sutra","Men",1299.00,1099.44," Grey"
10017599,"Parx Men Blue Slim Fit Checked Casual Shirt","Parx","Men",699.00,628.72,"Blue"
10002785,"JBN Creation Boys Maroon & Brown Sherwani Set","JBN Creation","Boys",1154.00,1092.76," Brown"
1000905,"U.S. Polo Assn. Kids Boys Navy Hooded Sweatshirt","U.S. Polo Assn. Kids","Boys",1234.00,1137.25," Navy"
10001445,"Bvlgari Women Omnia Paraiba Eau De Toilette Perfume 65 ml","Bvlgari","Women",7000.00,6482.06,"\N"
10013603,"PARFAIT Plus Size Black Solid Underwired Lightly Padded Everyday Bra P5011","PARFAIT","Women",1819.00,1652.14," Red"
10013585,"PARFAIT Plus Size Beige Self Design Underwired Non Padded Minimizer Bra P5272","PARFAIT","Women",1749.00,1528.80," Red"
10012865,"JEWEL JUNCTION Silver-Toned Geometric Cufflinks","JEWEL JUNCTION","Men",539.00,499.27," Silver"
10017417,"DKNY Unisex Black Large Trolley Bag","DKNY","Unisex",13995.00,12393.95," Black"
1001423,"DressBerry Off-White Sequinned Top","DressBerry","Women",699.00,600.70," White"
10017719,"Parx Men Blue Slim Fit Checked Casual Shirt","Parx","Men",734.00,675.55,"Blue"
10014659,"BuckleUp Women Blue Textured Belt","BuckleUp","Women",449.00,387.54,"Blue"
10003183,"Gini and Jony Boys Black & White Regular Fit Printed Trousers","Gini and Jony","Boys",1049.00,912.32," Black"
10013567,"PARFAIT Plus Size Women Lavender Lace Boy Shorts 2805","PARFAIT","Women",899.00,778.55," Lavender"
10001975,"Bvlgari Goldea Women The Roman Night Eau De Parfum 75 ml","Bvlgari","Women",9750.00,8395.21," Gold"
10017747,"Parx Men Maroon Slim Fit Printed Casual Shirt","Parx","Men",717.00,666.82," Maroon"
10015929,"ColorPlus Men Blue Regular Fit Checked Formal Trousers","ColorPlus","Men",1199.00,1096.12,"Blue"
10017913,"Parx Men Off-White & Blue Slim Fit Printed Casual Shirt","Parx","Men",764.00,639.04,"Blue"
10004129,"HIGHLANDER Men Grey Slim Fit Self Design Regular Trousers","HIGHLANDER","Men",1299.00,1115.38," Grey"
10012919,"Parx Men Beige Slim Fit Solid Regular Trousers","Parx","Men",919.00,810.64," Beige"
10015983,"Tokyo Talkies Women Green Solid Top","Tokyo Talkies","Women",699.00,664.30," Green"
10014677,"BuckleUp Women Tan Textured Belt","BuckleUp","Women",449.00,413.25," Red"
10009715,"SPYKAR Women Black Alexa Super Skinny Fit High-Rise Clean Look Stretchable Jeans","SPYKAR","Women",1999.00,1733.93," Black"
10012733,"MIAH Decor Set Of 2 Ceramic Bowls","MIAH Decor","Unisex",989.00,886.84,"\N"
10012349,"Lakme Absolute Matte Melt Liquid Lip Color - 21 Mauve Mix 6 ml","Lakme","Women",400.00,357.51," Matte"
10017079,"Campus Sutra Men Blue & White Ombre-Dyed Henley Neck T-shirt","Campus Sutra","Men",699.00,586.43,"Blue"
10002675,"Allen Solly Woman Women White Printed Top","Allen Solly Woman","Women",740.00,689.03," White"
10003177,"Palm Tree Girls Pink Solid Bomber Jacket","Palm Tree","Girls",1499.00,1411.42," Pink"
10013677,"PARFAIT Plus Size Purple  Pink Lace Underwired Lightly Padded T-shirt Bra P5581","PARFAIT","Women",1189.00,1059.09," Red"
1001774,"Arrow Taupe Tapered Fit Formal Trousers","Arrow","Men",1169.00,1037.37," Red"
10012959,"JEWEL JUNCTION Silver-Toned Geometric Cufflinks","JEWEL JUNCTION","Men",539.00,501.81," Silver"
10005885,"Difference of Opinion Men Mustard Yellow Solid Round Neck T-shirt with Printed Detailing","Difference of Opinion","Men",499.00,450.89," Yellow"
10012497,"AccessHer Women Gold-Plated & White Kundan-Studded Flower-Shaped Nosepin","AccessHer","Women",267.00,224.84," White"
10004169,"HIGHLANDER Men Grey & Black Striped Round Neck T-shirt","HIGHLANDER","Men",699.00,652.89," Black"
10000775,"Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-RED-WHT","Lady Lyka","Women",425.00,374.88," Red"
10017441,"DKNY Unisex Silver Medium Trolley Bag","DKNY","Unisex",12375.00,10337.44," Silver"
10016679,"Raymond Men Green Printed Polo Collar T-shirt","Raymond","Men",944.00,831.76," Green"
10012371,"Lakme Absolute Matte Melt Liquid Lip Color - 23 Pink Poison 6 ml","Lakme","Women",400.00,349.71," Pink"
10012335,"Lakme Absolute Mattreal Mousse Concealer - Caramel 04 9 g","Lakme","Women",480.00,405.62,"\N"
10001931,"DAVID BECKHAM Men Respect Eau De Toilette 90 ml","DAVID BECKHAM","Men",1740.00,1528.48,"\N"
10014817,"AccessHer Gold-Toned & Yellow Classic Drop Earrings","AccessHer","Women",540.00,456.58," Yellow"
10002341,"MANGO Women Black & Yellow Floral Print Layered Top","MANGO","Women",1596.00,1349.60," Red"
10004325,"Park Avenue Women Maroon Self Design Top","Park Avenue","Women",569.00,528.85," Maroon"
1000717,"ahilya Maroon Gold-Plated Sterling Silver Hoop Earrings","ahilya","Women",5998.00,5228.97," Maroon"
10014941,"AccessHer Gold-Plated & Black Beaded Mangalsutra","AccessHer","Women",320.00,298.44," Black"
10000747,"Lady Lyka Women Beige and White Pack of 2 Beginners Bras ATHLETE-SKN-WHT-Multi","Lady Lyka","Women",425.00,376.84," White"
10017391,"Story@home Blue & Pink Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers","Story@home","Unisex",1199.00,1083.56,"Blue"
10015151,"Urban Dog Men Charcoal Black Printed Regular Fit Sports Shorts","Urban Dog","Men",399.00,367.72," Black"
10006081,"ID Men Beige Solid Leather Mid-Top Flat Boots","ID","Men",3285.00,2795.80," Beige"
10017167,"Carrera Men Tan Brown Flat Boots","Carrera","Men",5299.00,4427.29," Brown"
10017347,"Story@home Olive Green & Grey Geometric 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers","Story@home","Unisex",1399.00,1252.15," Green"
10017031,"Campus Sutra Men Red & Black Standard Regular Fit Checked Casual Shirt","Campus Sutra","Men",699.00,649.42," Red"
10003277,"Gini and Jony Boys Black Regular Fit Solid Chinos","Gini and Jony","Boys",839.00,766.23," Black"
10017363,"Story@home Green & White Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers","Story@home","Unisex",1199.00,1049.55," Green"
10017439,"DKNY Unisex Maroon Solid Leather Backpack with Pouch","DKNY","Unisex",9765.00,8322.78," Maroon"
10000553,"Parx Men Khaki Tapered Fit Solid Regular Trousers","Parx","Men",804.00,697.97," Red"
10017481,"Soie Green Self Design Underwired Non Padded Everyday Bra FB-610","Soie","Women",728.00,638.70," Green"
10012373,"Raymond Men Maroon Striped Polo Collar T-shirt","Raymond","Men",999.00,936.43," Maroon"
10012355,"Lakme Absolute Matte Melt Liquid Lip Color - 15 Rose Love 6 ml","Lakme","Women",400.00,344.79," Matte"
10003051,"Gini and Jony Girls Navy Blue Denim Striped Pinafore Dress","Gini and Jony","Girls",1539.00,1373.00,"Blue"
10013691,"PARFAIT Plus Size Black Solid Underwired Lightly Padded Everyday Bra 4815","PARFAIT","Women",1609.00,1437.61," Red"
10017847,"Parx Men White & Blue Slim Fit Printed Casual Shirt","Parx","Men",639.00,589.55,"Blue"
10015167,"Urban Dog Men Black Printed Regular Fit Sports Shorts","Urban Dog","Men",399.00,351.71," Black"
10017043,"Campus Sutra Men Blue Standard Regular Fit Checked Casual Shirt","Campus Sutra","Men",599.00,548.97,"Blue"
10016271,"EthnoVogue Women Coral Pink & Orange Printed Made to Measure Printed Maxi Dress","EthnoVogue","Women",4573.00,3827.99," Pink"
10013487,"PARFAIT Plus Size Black Solid Underwired Lightly Padded T-shirt Bra 4812","PARFAIT","Women",1609.00,1454.73," Red"
10000811,"Lady Lyka Women Brown and Grey Pack of 2 Everyday Bras COULOUR-POP-BRN-GRY","Lady Lyka","Women",425.00,369.54," Brown"
10013707,"PARFAIT Plus Size Women Navy Blue Solid Hipster Brief P5645","PARFAIT","Women",899.00,752.24,"Blue"
10015985,"Tokyo Talkies Women Burgundy Solid Top","Tokyo Talkies","Women",293.00,274.89," Burgundy"
10017651,"Parx Men Blue & Yellow Slim Fit Checked Casual Shirt","Parx","Men",839.00,778.90,"Blue"
10002753,"ROMEE Grey & Red Floral AC Room 300 GSM Single Bed Dohar","ROMEE","Unisex",1999.00,1704.12," Red"
10017113,"ZUSH Plus Size Women Black Regular Fit Mid-Rise Clean Look Jeans","ZUSH","Women",1249.00,1169.91," Black"
10000697,"Lady Lyka Women Maroon and Beige Pack of 2 Everyday Bras MONALISA-MRN-SKN-Multi","Lady Lyka","Women",593.00,532.36," Beige"
10013243,"TAYHAA White Solid Rectangular Photo Frame","TAYHAA","Unisex",350.00,293.22," White"
10003303,"Gini and Jony Boys Navy Blue Slim Fit Printed Regular Trousers","Gini and Jony","Boys",1189.00,1118.56,"Blue"
10013787,"Ishin Women Red & Gold-Toned Hem Design Wide Leg Palazzos","Ishin","Women",524.00,472.04," Red"
10001425,"Shoe Couture Women White & Black Applique Detail Sneakers","Shoe Couture","Women",1214.00,1108.98," Black"
10012725,"MIAH Decor Multicoloured Coffee Mugs Cum Serving Tea Cups Set","MIAH Decor","Unisex",974.00,859.94," Red"
10017587,"Parx Men Red & Blue Slim Fit Checked Casual Shirt","Parx","Men",779.00,677.11,"Blue"
10014735,"WITH Men Pack of 2 Printed Pure Cotton Boxers WB43-WB54","WITH","Men",612.00,519.27,"\N"
10013519,"PARFAIT Plus Size Red Lace Underwired Non Padded Everyday Bra P5392","PARFAIT","Women",1679.00,1419.73," Red"
10013727,"PARFAIT Plus Size Women Navy Blue  White Solid Bikini Briefs PP503","PARFAIT","Women",499.00,418.69,"Blue"
10011181,"HARBORNBAY Men Navy Blue & Grey Striped Henley Neck T-shirt","HARBORNBAY","Men",448.00,405.41,"Blue"
10005911,"Difference of Opinion Men Black Printed Round Neck T-shirt","Difference of Opinion","Men",499.00,443.31," Black"
10009771,"SPYKAR Women Blue Alicia Super Skinny Fit Low-Rise Clean Look Stretchable Cropped Jeans","SPYKAR","Women",989.00,898.03,"Blue"
10012909,"Parx Men Blue Slim Fit Self Design Regular Trousers","Parx","Men",879.00,802.98,"Blue"
10000729,"Lady Lyka Women Beige and White Pack of 2 Everyday Bras SONAL-SKN-WHT-Multi","Lady Lyka","Women",678.00,645.57," White"
10005261,"Gini and Jony Boys Navy Blue Dyed Printed Round Neck T-shirt","Gini and Jony","Boys",699.00,640.51,"Blue"
10003011,"Palm Tree Girls Cream-Coloured & Yellow Floral Print A-Line Dress with Belt","Palm Tree","Girls",629.00,538.17," Red"
